name,price,distance,hour,source
Lyft,13.5,1.44,22,Fenway
UberX,7.5,1.16,23,Haymarket Square
UberX,7.0,0.98,3,West End
UberX,9.0,1.41,3,North End
Lyft,7.0,0.72,4,Theatre District
UberX,8.0,0.56,2,North Station
UberX,9.5,2.46,9,Fenway
UberX,7.5,1.22,13,Back Bay
UberX,7.5,1.06,13,West End
UberX,9.5,2.86,17,Northeastern University
UberX,8.5,2.14,12,West End
Lyft,13.5,4.47,23,Fenway
Lyft,7.0,0.68,5,Theatre District
UberX,15.5,2.98,11,Boston University
Lyft,9.0,0.46,0,Financial District
UberX,15.0,5.7,0,Financial District
Lyft,7.0,1.13,22,North End
UberX,11.5,2.67,22,Back Bay
UberX,15.0,4.48,2,Financial District
Lyft,9.0,3.0,2,Back Bay
Lyft,7.0,0.56,2,Haymarket Square
UberX,9.5,3.07,10,Fenway
Lyft,7.0,1.15,18,North End
Lyft,9.0,2.89,18,West End
Lyft,7.0,1.66,20,South Station
UberX,8.5,1.44,11,Back Bay
UberX,8.5,3.04,15,Boston University
UberX,9.5,1.61,17,Theatre District
Lyft,7.0,1.08,19,Back Bay
Lyft,9.0,1.72,19,South Station
UberX,12.0,3.42,9,North Station
UberX,8.0,1.04,1,North End
Lyft,7.0,0.49,13,Financial District
UberX,10.5,2.65,10,Fenway
Lyft,13.5,4.6,0,Boston University
UberX,11.5,1.5,0,South Station
UberX,9.0,2.46,1,Fenway
Lyft,9.0,1.92,1,South Station
UberX,10.5,3.39,1,Boston University
UberX,10.5,3.3,1,North Station
Lyft,11.0,3.2,5,Northeastern University
Lyft,11.0,3.47,6,North End
UberX,7.0,1.39,6,Fenway
Lyft,7.0,1.09,2,Financial District
Lyft,10.5,2.8,5,Fenway
Lyft,9.0,2.36,2,Beacon Hill
Lyft,13.5,4.79,4,Theatre District
Lyft,7.0,1.56,2,Beacon Hill
Lyft,10.5,3.07,2,West End
Lyft,7.0,1.48,9,Boston University
Lyft,9.0,1.41,8,Back Bay
UberX,11.5,3.2,7,West End
Lyft,9.0,2.13,10,North Station
Lyft,9.0,1.21,0,Haymarket Square
Lyft,7.0,1.74,17,Theatre District
UberX,7.0,1.21,18,Financial District
UberX,8.0,2.14,3,West End
UberX,9.5,3.53,1,South Station
Lyft,11.0,2.82,4,West End
UberX,10.5,2.8,2,West End
UberX,9.5,3.04,18,Boston University
UberX,10.5,1.18,18,Haymarket Square
Lyft,7.0,1.37,21,Back Bay
UberX,9.0,3.04,2,Boston University
Lyft,10.5,2.46,12,Beacon Hill
UberX,7.0,1.0,10,Haymarket Square
Lyft,9.0,2.43,0,Fenway
Lyft,10.5,3.35,6,Northeastern University
Lyft,19.5,2.99,7,Back Bay
UberX,7.5,1.03,7,North End
UberX,8.5,1.46,10,North End
Lyft,9.0,1.46,17,Beacon Hill
Lyft,13.5,4.58,17,Financial District
UberX,8.5,1.64,6,Northeastern University
UberX,14.0,5.7,2,Financial District
Lyft,7.0,1.01,2,Financial District
Lyft,10.5,2.97,11,West End
UberX,9.5,1.97,4,South Station
UberX,9.5,2.32,13,Beacon Hill
UberX,13.0,4.72,10,Boston University
UberX,9.5,2.22,12,South Station
Lyft,9.0,2.16,13,Theatre District
Lyft,10.5,2.25,9,Beacon Hill
Lyft,9.0,1.71,6,Theatre District
Lyft,9.0,1.94,6,North End
Lyft,11.0,3.53,15,Boston University
UberX,7.5,1.56,5,Boston University
Lyft,9.0,1.47,12,Fenway
Lyft,11.0,2.22,18,Back Bay
UberX,8.0,1.5,23,Fenway
UberX,7.0,0.49,23,Haymarket Square
Lyft,7.0,0.65,1,North Station
UberX,7.5,0.54,0,South Station
UberX,7.0,1.3,11,South Station
UberX,9.5,1.04,12,North End
Lyft,13.5,1.39,1,Back Bay
UberX,7.5,0.55,1,Theatre District
Lyft,7.0,0.95,20,Haymarket Square
Lyft,9.0,1.23,10,Haymarket Square
UberX,7.5,1.21,10,Financial District
Lyft,9.0,1.39,20,Back Bay
Lyft,10.5,2.44,10,South Station
UberX,9.5,1.41,6,North End
UberX,9.5,1.16,6,Haymarket Square
UberX,9.5,2.61,9,Northeastern University
UberX,10.5,2.84,15,West End
UberX,7.5,1.3,15,South Station
UberX,10.5,3.3,2,North Station
Lyft,9.0,2.83,8,Fenway
Lyft,10.5,2.41,17,South Station
Lyft,13.5,3.03,3,Northeastern University
UberX,13.0,4.48,10,Financial District
UberX,8.5,2.48,10,Beacon Hill
Lyft,7.0,0.98,2,North Station
UberX,8.0,1.46,7,North End
Lyft,10.5,3.1,2,Theatre District
Lyft,7.0,1.13,19,North End
UberX,10.5,3.07,19,Fenway
UberX,8.5,1.57,2,Theatre District
UberX,10.5,1.8,3,Theatre District
UberX,7.5,2.14,20,West End
UberX,9.5,2.72,7,Fenway
UberX,8.5,0.55,7,Theatre District
Lyft,9.0,1.51,18,Beacon Hill
UberX,12.5,2.8,19,West End
UberX,7.0,0.91,19,Haymarket Square
UberX,9.0,1.91,17,Northeastern University
Lyft,7.0,0.55,10,Haymarket Square
UberX,9.5,1.57,11,North End
Lyft,10.5,3.23,4,Northeastern University
Lyft,9.0,1.94,13,North End
UberX,9.5,2.46,15,Fenway
UberX,10.5,2.67,1,North End
UberX,14.0,4.72,19,Boston University
Lyft,13.5,5.45,19,Financial District
UberX,8.5,2.12,16,North Station
UberX,9.5,2.2,4,Back Bay
UberX,8.5,1.3,13,South Station
Lyft,11.0,3.14,9,Theatre District
UberX,10.5,2.98,9,Boston University
Lyft,11.0,1.98,14,Haymarket Square
UberX,7.0,1.25,14,Financial District
UberX,10.5,2.73,14,Fenway
Lyft,13.5,4.45,14,Fenway
Lyft,10.5,2.03,13,South Station
Lyft,7.0,0.91,20,Haymarket Square
Lyft,9.0,2.27,18,Beacon Hill
Lyft,9.0,2.42,7,Northeastern University
Lyft,10.5,2.49,15,South Station
Lyft,11.0,1.34,1,Back Bay
Lyft,7.0,1.37,16,Haymarket Square
UberX,7.5,0.72,16,West End
Lyft,7.0,1.18,2,South Station
UberX,7.0,0.91,2,Haymarket Square
Lyft,10.5,2.28,0,Beacon Hill
Lyft,13.5,4.61,0,Boston University
Lyft,7.0,1.4,9,Beacon Hill
UberX,9.5,1.9,0,North End
Lyft,10.5,2.4,22,Fenway
UberX,13.0,4.5,0,Financial District
UberX,7.0,1.1,2,Back Bay
Lyft,9.0,2.12,14,North Station
Lyft,10.5,2.21,23,Beacon Hill
UberX,7.0,0.39,17,Financial District
UberX,7.0,0.76,17,North Station
UberX,9.0,1.89,21,Northeastern University
UberX,7.5,1.35,9,Beacon Hill
Lyft,7.0,0.57,16,Haymarket Square
UberX,10.5,3.08,9,West End
UberX,12.5,4.4,16,Fenway
UberX,8.0,0.92,23,North End
Lyft,10.5,2.93,12,Fenway
UberX,7.5,0.72,0,West End
Lyft,9.0,2.44,22,North End
UberX,10.5,2.5,10,South Station
UberX,13.0,1.8,11,Theatre District
Lyft,7.0,1.49,13,Boston University
UberX,11.5,2.84,2,West End
UberX,13.5,4.48,21,Financial District
Lyft,9.0,1.47,9,Back Bay
Lyft,9.0,2.85,16,Northeastern University
Lyft,7.0,0.73,6,North Station
Lyft,11.0,2.96,23,Boston University
Lyft,13.5,4.57,4,Financial District
Lyft,10.5,2.46,23,Beacon Hill
UberX,7.5,1.34,23,Back Bay
UberX,15.0,4.74,11,Boston University
UberX,10.5,3.39,8,Boston University
Lyft,7.0,0.95,18,Haymarket Square
Lyft,7.0,1.18,6,North Station
UberX,7.5,0.91,14,Haymarket Square
UberX,11.0,2.86,6,West End
Lyft,9.0,2.55,22,South Station
UberX,9.5,1.91,10,Northeastern University
Lyft,16.5,4.41,13,Financial District
Lyft,7.0,1.45,0,Fenway
UberX,9.5,2.61,7,Northeastern University
UberX,11.5,3.3,8,North Station
Lyft,9.0,1.47,22,North End
Lyft,9.0,2.35,2,Beacon Hill
UberX,13.5,2.73,8,North End
UberX,10.5,2.8,15,West End
UberX,7.0,1.21,13,Financial District
Lyft,13.5,4.13,0,Northeastern University
Lyft,11.0,2.89,15,West End
UberX,7.0,1.21,7,Financial District
Lyft,9.0,1.34,21,Back Bay
Lyft,10.5,0.71,20,North Station
UberX,12.0,4.4,10,Fenway
Lyft,7.0,1.25,10,Haymarket Square
Lyft,10.5,3.15,11,North Station
Lyft,13.5,2.69,3,Fenway
UberX,10.5,1.62,7,South Station
Lyft,9.0,1.73,3,Theatre District
UberX,7.0,0.72,22,West End
Lyft,11.0,2.92,18,North End
Lyft,7.0,1.25,10,Haymarket Square
UberX,8.0,1.8,12,Theatre District
Lyft,10.5,2.49,22,Northeastern University
Lyft,7.0,1.02,9,Financial District
UberX,8.0,1.34,9,Back Bay
UberX,7.0,0.63,2,South Station
UberX,7.0,0.54,18,South Station
Lyft,11.0,4.53,20,Financial District
UberX,12.0,3.45,19,Back Bay
UberX,11.5,1.22,17,North End
UberX,9.5,1.64,20,Northeastern University
UberX,9.5,2.72,20,Fenway
Lyft,7.0,1.24,9,Haymarket Square
UberX,11.0,3.3,3,Financial District
Lyft,10.5,3.23,3,Fenway
Lyft,11.0,3.48,9,Boston University
Lyft,10.5,2.31,16,Back Bay
Lyft,13.5,4.57,17,Boston University
UberX,8.5,1.16,17,North End
UberX,8.5,1.82,4,Haymarket Square
Lyft,11.0,2.91,8,Theatre District
Lyft,9.0,2.94,12,West End
Lyft,10.5,3.07,6,Boston University
Lyft,7.0,1.2,1,South Station
Lyft,11.0,2.62,16,South Station
UberX,7.0,0.91,4,Haymarket Square
UberX,9.5,1.04,3,North End
UberX,8.5,2.21,3,Beacon Hill
Lyft,7.0,1.29,17,North End
Lyft,11.0,3.17,3,North Station
UberX,15.0,4.72,3,Boston University
Lyft,7.0,1.12,6,North End
UberX,12.5,4.44,18,Fenway
Lyft,10.5,2.31,10,Back Bay
Lyft,10.5,3.16,10,North Station
Lyft,7.0,0.77,21,West End
UberX,8.5,2.17,23,North Station
UberX,8.0,1.64,13,Northeastern University
Lyft,10.5,1.72,20,South Station
Lyft,7.0,0.7,17,North Station
UberX,9.0,1.79,12,North End
Lyft,11.0,2.12,13,Theatre District
UberX,8.5,1.5,4,Fenway
UberX,13.5,4.44,4,Financial District
Lyft,11.0,3.4,23,Financial District
UberX,16.0,7.46,23,Financial District
Lyft,9.0,1.73,0,Theatre District
UberX,8.5,2.38,13,South Station
Lyft,11.0,2.81,1,Fenway
UberX,7.5,0.92,9,North End
UberX,7.0,0.9,19,North Station
UberX,9.5,1.89,4,Northeastern University
Lyft,7.0,1.04,13,North Station
UberX,13.0,1.57,20,Theatre District
Lyft,7.0,1.07,5,North Station
Lyft,7.0,1.09,8,West End
UberX,10.5,2.98,5,Boston University
UberX,10.5,2.88,23,South Station
UberX,7.0,1.25,9,Financial District
UberX,7.0,1.22,2,Back Bay
UberX,16.0,2.27,14,Theatre District
UberX,13.0,4.5,13,Financial District
Lyft,7.0,1.14,20,North End
Lyft,11.0,3.44,20,Boston University
Lyft,11.0,3.15,1,South Station
UberX,15.0,2.98,13,Boston University
Lyft,7.0,1.49,13,Boston University
UberX,7.0,0.8,17,Haymarket Square
Lyft,10.5,2.94,6,West End
Lyft,7.0,1.39,10,Back Bay
Lyft,9.0,2.11,7,South Station
UberX,9.5,3.04,8,Boston University
UberX,7.0,1.16,17,Haymarket Square
UberX,8.5,2.19,22,Beacon Hill
UberX,11.5,1.46,15,North End
UberX,7.0,1.08,18,North Station
UberX,9.5,1.89,20,South Station
UberX,10.5,1.53,3,North End
UberX,8.0,1.8,13,Theatre District
UberX,7.5,2.05,13,Northeastern University
UberX,9.5,2.84,3,West End
UberX,15.0,3.3,23,Financial District
UberX,9.5,1.34,15,Back Bay
UberX,10.5,2.62,3,Theatre District
UberX,11.5,3.3,15,North Station
Lyft,7.0,0.56,9,Haymarket Square
Lyft,10.5,3.49,14,Boston University
UberX,7.0,1.08,18,North Station
UberX,11.5,3.07,18,Fenway
Lyft,10.5,3.13,16,North Station
Lyft,7.0,1.36,6,Beacon Hill
UberX,9.5,1.58,20,South Station
Lyft,11.0,2.91,22,North End
UberX,8.0,1.22,13,Back Bay
UberX,9.5,2.8,6,West End
Lyft,11.0,3.06,2,West End
UberX,8.5,1.22,14,Back Bay
UberX,7.0,0.39,11,Financial District
UberX,8.0,1.61,3,Theatre District
Lyft,10.5,2.7,9,Boston University
UberX,17.5,4.4,9,Fenway
Lyft,11.0,2.83,8,West End
Lyft,10.5,2.29,4,Back Bay
Lyft,9.0,1.51,12,Fenway
UberX,9.5,2.32,14,Beacon Hill
UberX,10.5,2.27,19,Beacon Hill
Lyft,9.0,2.13,10,West End
Lyft,10.5,3.05,9,Boston University
UberX,10.5,3.21,6,Northeastern University
UberX,9.5,2.62,13,Northeastern University
UberX,10.5,2.62,12,Theatre District
Lyft,10.5,1.35,2,Back Bay
UberX,9.5,2.86,10,Northeastern University
UberX,11.0,3.29,9,Financial District
UberX,12.0,4.55,21,Northeastern University
UberX,7.5,1.0,7,West End
Lyft,13.5,3.42,7,Financial District
UberX,8.0,1.16,21,Haymarket Square
UberX,9.0,1.36,11,Haymarket Square
UberX,10.5,2.71,19,Theatre District
Lyft,11.0,2.8,17,Fenway
Lyft,7.0,1.0,3,North Station
Lyft,7.0,1.18,3,North End
Lyft,9.0,3.1,10,West End
Lyft,9.0,2.87,5,West End
UberX,7.0,0.55,20,Theatre District
UberX,7.5,0.62,7,Haymarket Square
Lyft,13.5,4.29,14,Fenway
Lyft,10.5,2.53,16,Beacon Hill
UberX,8.5,1.79,4,Haymarket Square
Lyft,5.0,0.76,23,West End
Lyft,13.5,3.4,21,Financial District
Lyft,10.5,2.43,14,Beacon Hill
UberX,10.5,3.3,14,North Station
Lyft,13.5,4.36,3,Fenway
UberX,10.5,3.3,21,North Station
Lyft,9.0,3.3,21,North Station
UberX,7.5,1.22,6,Back Bay
Lyft,9.0,2.73,6,Boston University
UberX,9.5,1.04,6,North End
Lyft,11.0,3.32,19,North Station
Lyft,10.5,3.22,17,Financial District
UberX,8.5,2.21,7,Beacon Hill
UberX,7.5,1.34,18,Northeastern University
UberX,10.5,2.27,0,Beacon Hill
UberX,10.5,3.05,2,North Station
UberX,12.5,2.71,2,Fenway
UberX,10.5,2.66,6,Fenway
UberX,8.5,1.64,0,Northeastern University
UberX,11.5,2.58,2,South Station
UberX,9.5,3.04,13,Boston University
Lyft,9.0,2.82,1,Fenway
UberX,9.5,3.05,1,North Station
Lyft,9.0,1.87,1,North End
Lyft,9.0,2.07,3,Beacon Hill
Lyft,9.0,1.74,3,North Station
Lyft,10.5,2.98,17,Boston University
UberX,9.5,2.19,23,Beacon Hill
Lyft,9.0,1.49,23,Boston University
UberX,10.5,1.96,7,Beacon Hill
UberX,10.5,3.05,20,North Station
Lyft,13.5,3.13,16,Theatre District
UberX,8.0,1.91,6,Northeastern University
Lyft,10.5,3.14,19,North Station
Lyft,10.5,1.73,3,Theatre District
Lyft,11.0,3.09,3,West End
UberX,8.5,2.46,18,Fenway
Lyft,10.5,3.3,22,South Station
UberX,8.5,1.3,18,South Station
UberX,13.5,4.48,20,Financial District
Lyft,9.0,2.57,20,South Station
UberX,7.0,0.55,13,Theatre District
Lyft,11.0,2.95,16,Boston University
UberX,9.5,2.8,6,West End
UberX,10.5,2.58,2,South Station
UberX,10.5,2.72,13,Fenway
Lyft,9.0,1.25,16,Haymarket Square
UberX,8.5,1.64,2,Northeastern University
UberX,7.0,0.56,2,North Station
UberX,7.5,1.35,2,Beacon Hill
Lyft,10.5,2.07,18,Beacon Hill
Lyft,11.0,3.04,6,Boston University
Lyft,10.5,2.95,12,West End
Lyft,9.0,2.49,4,Back Bay
UberX,8.0,1.07,16,North End
UberX,10.5,2.8,1,West End
Lyft,7.0,1.25,6,Haymarket Square
UberX,17.0,4.43,4,Boston University
UberX,8.0,0.94,1,West End
Lyft,10.5,3.01,22,West End
UberX,12.5,4.72,8,Boston University
UberX,8.5,2.17,23,North Station
Lyft,11.0,3.25,23,Northeastern University
Lyft,9.0,2.4,22,Beacon Hill
Lyft,13.5,5.4,9,Financial District
Lyft,10.5,3.25,9,North Station
Lyft,9.0,2.32,11,Beacon Hill
UberX,9.5,3.07,16,Fenway
Lyft,16.5,4.46,17,Fenway
Lyft,16.5,4.36,20,Boston University
Lyft,7.0,1.26,23,Financial District
Lyft,9.0,1.95,23,Boston University
Lyft,9.0,1.93,15,Back Bay
Lyft,7.0,1.08,11,North End
UberX,9.5,1.79,11,Haymarket Square
UberX,11.5,2.44,19,Financial District
UberX,8.0,2.14,10,West End
Lyft,7.0,0.84,10,North Station
Lyft,11.0,3.23,11,Northeastern University
Lyft,7.0,0.64,11,North Station
UberX,9.0,1.68,13,Back Bay
UberX,13.5,4.48,21,Financial District
UberX,8.0,1.86,14,West End
Lyft,10.5,3.08,7,Boston University
UberX,8.5,1.35,4,Beacon Hill
Lyft,11.0,2.95,13,North End
Lyft,7.0,1.26,9,Financial District
UberX,7.0,0.55,22,Theatre District
Lyft,13.5,4.6,22,Financial District
UberX,8.0,1.25,6,Financial District
Lyft,9.0,2.91,0,West End
UberX,10.5,3.39,18,Boston University
Lyft,7.0,1.53,12,Boston University
Lyft,13.5,1.57,12,Boston University
Lyft,10.5,3.53,4,Boston University
Lyft,7.0,1.07,16,North Station
Lyft,10.5,2.11,16,Beacon Hill
UberX,8.5,0.61,4,Haymarket Square
Lyft,7.0,0.44,8,Financial District
UberX,9.5,2.38,22,South Station
Lyft,9.0,2.59,22,South Station
UberX,9.5,2.32,22,Beacon Hill
Lyft,13.5,4.61,4,Boston University
Lyft,9.0,2.59,19,Northeastern University
UberX,10.5,2.8,20,West End
UberX,7.0,0.56,13,North Station
Lyft,9.0,1.86,13,South Station
UberX,7.0,1.1,14,Back Bay
Lyft,9.0,2.63,20,Fenway
Lyft,9.0,1.78,20,South Station
UberX,9.5,2.32,10,Back Bay
Lyft,7.0,1.28,19,Haymarket Square
Lyft,13.5,4.56,3,Financial District
Lyft,10.5,3.06,3,Boston University
Lyft,10.5,1.44,3,Fenway
UberX,10.5,3.37,21,North Station
Lyft,10.5,1.97,4,Northeastern University
Lyft,11.0,2.61,4,Northeastern University
UberX,11.5,2.32,5,Back Bay
Lyft,10.5,3.43,5,North End
UberX,10.5,3.22,12,Northeastern University
UberX,9.5,2.3,2,Haymarket Square
UberX,12.5,2.72,2,Back Bay
UberX,14.0,4.55,2,Northeastern University
Lyft,9.0,2.61,9,South Station
Lyft,13.5,5.36,18,Financial District
UberX,8.5,1.39,12,Back Bay
UberX,10.5,3.05,3,North Station
Lyft,9.0,1.27,23,Financial District
UberX,11.5,4.44,18,Financial District
UberX,9.5,3.17,0,Back Bay
UberX,12.0,3.79,12,Northeastern University
Lyft,10.5,3.43,0,Financial District
UberX,10.5,2.98,16,Boston University
UberX,8.5,2.17,10,North Station
Lyft,9.0,1.64,18,Theatre District
UberX,14.0,5.56,18,Financial District
Lyft,9.0,1.69,6,Theatre District
Lyft,9.0,2.35,20,Northeastern University
Lyft,11.0,3.5,12,Boston University
Lyft,10.5,3.2,13,North Station
UberX,8.5,0.73,22,West End
UberX,9.5,1.05,13,West End
Lyft,7.0,0.91,9,Haymarket Square
Lyft,13.5,3.01,21,Boston University
UberX,11.5,3.3,16,North Station
UberX,7.0,0.49,7,Haymarket Square
UberX,10.5,2.8,7,West End
UberX,14.0,1.16,8,North End
UberX,12.0,3.39,9,Boston University
UberX,8.5,1.56,17,Boston University
Lyft,9.0,2.05,9,Beacon Hill
Lyft,9.0,2.42,22,Fenway
UberX,8.5,1.61,4,Theatre District
UberX,10.5,2.98,8,Boston University
Lyft,7.0,0.57,11,Haymarket Square
Lyft,7.0,1.25,11,North End
UberX,7.0,1.3,16,South Station
Lyft,7.0,1.43,16,Northeastern University
UberX,12.0,4.4,21,Fenway
UberX,15.5,1.79,18,Haymarket Square
Lyft,7.0,0.98,8,North Station
UberX,9.5,2.32,9,Beacon Hill
UberX,9.5,1.97,0,Beacon Hill
UberX,15.0,4.72,14,Boston University
Lyft,11.0,3.15,22,North Station
Lyft,10.5,2.48,21,Beacon Hill
UberX,9.5,1.8,6,Theatre District
Lyft,11.0,3.11,6,Theatre District
UberX,12.5,0.55,15,Theatre District
Lyft,10.5,2.83,16,Fenway
Lyft,10.5,2.12,16,North Station
Lyft,11.0,2.79,16,Northeastern University
UberX,7.0,0.56,5,North Station
Lyft,9.0,2.38,4,South Station
UberX,9.5,2.84,6,West End
Lyft,11.0,3.08,19,Boston University
Lyft,7.0,1.31,1,Haymarket Square
UberX,7.0,1.22,1,Back Bay
Lyft,9.0,1.17,0,North End
Lyft,10.5,2.42,0,Northeastern University
Lyft,9.0,2.31,21,Back Bay
UberX,10.5,2.58,3,North End
UberX,8.0,1.41,12,Back Bay
UberX,9.5,1.04,7,North End
Lyft,10.5,2.38,22,Beacon Hill
Lyft,10.5,2.32,16,Beacon Hill
UberX,7.0,0.56,0,North Station
Lyft,9.0,2.37,19,Beacon Hill
UberX,11.5,2.29,3,South Station
Lyft,9.0,2.12,16,North Station
UberX,9.5,1.92,20,Beacon Hill
UberX,9.5,2.67,15,North End
UberX,9.5,3.3,13,North Station
Lyft,7.0,0.87,6,West End
UberX,7.0,0.58,0,Theatre District
Lyft,10.5,2.49,0,Beacon Hill
UberX,7.0,1.08,4,Back Bay
UberX,7.0,0.39,4,Financial District
Lyft,9.0,1.23,18,North End
Lyft,7.0,2.34,3,Beacon Hill
Lyft,7.0,1.18,6,South Station
UberX,8.5,1.79,6,Haymarket Square
UberX,14.0,5.56,20,Financial District
Lyft,7.0,0.55,15,Haymarket Square
Lyft,9.0,2.66,18,Boston University
UberX,8.0,1.64,13,Northeastern University
Lyft,7.0,1.2,13,North End
UberX,7.0,0.55,22,Theatre District
UberX,10.5,3.31,3,North Station
Lyft,19.5,3.44,4,Financial District
Lyft,9.0,2.44,11,Fenway
UberX,7.0,0.63,23,South Station
UberX,10.5,2.84,18,West End
Lyft,7.0,0.44,9,Financial District
UberX,10.5,1.89,18,Back Bay
UberX,17.0,4.3,22,Boston University
UberX,11.5,3.15,22,West End
Lyft,7.0,1.48,19,Fenway
Lyft,9.0,1.46,14,Back Bay
Lyft,11.0,2.9,9,North End
UberX,10.5,2.04,13,Haymarket Square
UberX,8.5,1.97,10,Beacon Hill
UberX,8.5,2.32,11,Beacon Hill
UberX,7.0,0.54,11,South Station
Lyft,13.5,5.26,2,Financial District
Lyft,7.0,1.15,1,North End
UberX,9.5,2.19,13,Beacon Hill
UberX,10.5,2.88,12,Northeastern University
UberX,12.5,4.55,9,Northeastern University
UberX,11.5,2.7,19,Back Bay
UberX,9.0,1.56,16,Boston University
UberX,7.5,1.41,18,North End
UberX,13.0,2.32,18,Beacon Hill
UberX,9.5,2.22,10,Beacon Hill
UberX,11.0,1.8,10,Theatre District
Lyft,11.0,2.67,0,Back Bay
UberX,10.5,2.01,15,Haymarket Square
UberX,12.0,4.44,12,Financial District
Lyft,9.0,2.45,3,Haymarket Square
Lyft,9.0,1.17,15,North End
Lyft,13.5,4.5,19,Financial District
Lyft,10.5,2.92,11,West End
UberX,7.5,1.16,14,Haymarket Square
UberX,8.5,1.81,2,Theatre District
UberX,9.5,2.33,17,Back Bay
Lyft,9.0,1.51,21,Beacon Hill
UberX,9.5,3.3,15,North Station
UberX,7.0,0.56,13,North Station
UberX,8.5,1.97,5,Beacon Hill
UberX,11.0,3.08,23,West End
Lyft,7.0,1.54,6,West End
Lyft,9.0,1.72,10,West End
UberX,7.0,0.7,21,North Station
Lyft,19.5,2.93,1,Theatre District
Lyft,11.0,3.01,15,West End
UberX,10.5,2.98,13,Boston University
UberX,10.5,1.61,13,Theatre District
UberX,7.5,1.35,11,Beacon Hill
Lyft,13.5,3.29,13,Back Bay
UberX,11.0,2.48,12,Beacon Hill
UberX,13.0,4.44,19,Financial District
Lyft,13.5,4.56,5,Financial District
Lyft,7.0,1.54,6,Back Bay
Lyft,9.0,1.06,6,Back Bay
Lyft,13.5,3.21,18,Fenway
UberX,8.0,1.71,20,South Station
UberX,9.5,3.3,20,North Station
UberX,8.0,1.64,0,Northeastern University
UberX,13.0,4.42,15,Fenway
Lyft,10.5,3.11,13,West End
UberX,10.5,2.8,17,West End
UberX,10.5,2.8,12,West End
UberX,9.5,2.46,9,Fenway
Lyft,9.0,1.66,4,Fenway
UberX,10.5,1.61,4,Theatre District
UberX,7.0,1.5,7,Fenway
UberX,10.5,2.56,18,Beacon Hill
Lyft,9.0,2.06,23,Beacon Hill
Lyft,9.0,1.61,3,Fenway
UberX,10.5,2.45,18,Financial District
UberX,8.0,1.08,9,North Station
Lyft,9.0,1.14,9,South Station
Lyft,7.0,1.3,0,Haymarket Square
Lyft,11.0,2.85,20,Fenway
Lyft,7.0,0.59,12,Theatre District
Lyft,13.5,4.53,19,Financial District
UberX,7.0,0.63,19,South Station
Lyft,13.5,3.42,2,Financial District
Lyft,7.0,0.56,5,Haymarket Square
Lyft,9.0,1.92,20,North End
UberX,9.5,2.29,2,Beacon Hill
Lyft,7.0,1.24,3,Financial District
Lyft,9.0,2.52,19,Beacon Hill
UberX,9.5,2.32,18,Beacon Hill
UberX,7.0,1.25,18,Financial District
UberX,7.5,1.5,9,Fenway
Lyft,11.0,2.53,15,South Station
Lyft,9.0,1.74,11,Theatre District
Lyft,11.0,3.18,15,North Station
Lyft,13.5,4.5,11,Financial District
Lyft,7.0,1.0,6,Haymarket Square
Lyft,13.5,4.15,19,Northeastern University
Lyft,10.5,2.45,5,Back Bay
Lyft,10.5,3.51,5,Boston University
UberX,10.5,3.22,1,Northeastern University
UberX,10.5,1.41,17,North End
UberX,11.0,3.44,10,South Station
UberX,10.5,2.98,13,Boston University
Lyft,7.0,1.07,21,Back Bay
UberX,9.5,0.91,23,Haymarket Square
Lyft,9.0,1.74,15,West End
UberX,10.5,3.05,15,North Station
Lyft,9.0,2.01,18,Northeastern University
Lyft,11.0,2.3,3,Back Bay
UberX,11.0,2.79,14,Boston University
Lyft,10.5,2.89,17,West End
UberX,11.5,1.5,6,Fenway
Lyft,9.0,2.56,3,Beacon Hill
Lyft,7.0,1.34,9,Haymarket Square
UberX,7.0,0.62,10,Theatre District
UberX,8.5,1.34,10,Back Bay
Lyft,7.0,1.26,19,North End
UberX,10.5,3.2,19,West End
UberX,11.5,3.07,8,Fenway
UberX,9.0,2.66,21,Fenway
UberX,11.0,2.53,12,Boston University
UberX,13.5,6.26,11,Back Bay
UberX,10.5,2.04,8,Haymarket Square
UberX,11.5,3.22,9,Northeastern University
Lyft,7.0,1.4,12,Beacon Hill
UberX,7.0,0.82,18,Haymarket Square
UberX,8.5,1.56,12,Boston University
UberX,12.0,3.47,19,Boston University
UberX,9.5,3.04,5,Boston University
Lyft,13.5,4.47,12,Fenway
UberX,8.5,1.16,12,North End
UberX,8.5,3.04,8,Boston University
UberX,7.5,1.26,0,Financial District
UberX,9.0,1.86,8,West End
UberX,8.5,2.46,23,Fenway
Lyft,7.0,0.72,18,North Station
Lyft,9.0,3.16,17,Boston University
Lyft,11.0,2.22,17,South Station
UberX,10.5,1.25,5,Financial District
Lyft,10.5,3.09,6,Boston University
UberX,9.5,1.61,0,Theatre District
Lyft,9.0,2.03,19,Northeastern University
UberX,8.0,1.61,19,Theatre District
UberX,8.5,1.04,23,North End
UberX,10.5,2.61,11,Northeastern University
UberX,13.0,4.48,17,Financial District
UberX,10.5,3.24,21,Northeastern University
UberX,7.0,0.39,4,Financial District
Lyft,10.5,1.97,2,Haymarket Square
UberX,8.0,2.19,14,Beacon Hill
Lyft,9.0,2.36,14,Beacon Hill
Lyft,9.0,1.71,22,West End
Lyft,7.0,2.03,7,West End
Lyft,11.0,3.02,7,Boston University
Lyft,7.0,1.26,23,Financial District
Lyft,9.0,1.74,3,West End
